net,length_um
_1155_,11.06µm
_0227_,11.04µm
_0899_,11.04µm
_0996_,11.04µm
_1064_,11.04µm
_1200_,11.04µm
_2186_,11.04µm
_1204_,11.02µm
_1448_,11.005µm
_0912_,11µm
net549,11µm
_0430_,10.94µm
_1190_,10.94µm
INSTR_STREAM[16],10.93µm
INSTR_STREAM[17],10.93µm
INSTR_STREAM[2],10.93µm
MEM_LD_DATA[0],10.93µm
_1419_,10.92µm
net572,10.92µm
net652,10.92µm
net663,10.92µm
net823,10.92µm
net755,10.9µm
_1575_,10.88µm
net597,10.88µm
net659,10.88µm
RESULT_BIT\[2\],10.86µm
_0092_,10.825µm
_0215_,10.825µm
_0542_,10.82µm
_0961_,10.82µm
_1466_,10.82µm
net781,10.82µm
_2253_,10.8µm
_0954_,10.78µm
_0960_,10.78µm
_1586_,10.78µm
_2079_,10.78µm
_0263_,10.765µm
_0892_,10.74µm
_1417_,10.74µm
net817,10.74µm
_0670_,10.72µm
_0473_,10.715µm
_1061_,10.7µm
_2015_,10.7µm
_2281_,10.7µm
net611,10.7µm
_2021_,10.66µm
_2306_,10.66µm
_0053_,10.645µm
_0160_,10.645µm
_1009_,10.62µm
_1547_,10.62µm
_0502_,10.58µm
_1480_,10.58µm
_1974_,10.58µm
_2374_,10.58µm
_1274_,10.56µm
_1734_,10.54µm
_1933_,10.54µm
_0524_,10.535µm
_0267_,10.505µm
RESULT_SYS\[14\],10.5µm
RESULT_SYS\[15\],10.5µm
_1937_,10.5µm
_1467_,10.465µm
_1372_,10.44µm
net769,10.44µm
RESULT_ALU\[13\],10.42µm
RESULT_BIT\[7\],10.4µm
_0491_,10.4µm
_0951_,10.4µm
_1066_,10.4µm
_1614_,10.38µm
_1133_,10.36µm
_2268_,10.36µm
_1473_,10.32µm
_1997_,10.32µm
net609,10.32µm
net751,10.32µm
_1943_,10.3µm
_0238_,10.285µm
_1332_,10.28µm
_1476_,10.28µm
_1987_,10.28µm
net801,10.28µm
_2039_,10.24µm
_0381_,10.225µm
net2,10.22µm
_2273_,10.22µm
net53,10.2µm
_0707_,10.2µm
net754,10.2µm
_0623_,10.16µm
_0950_,10.16µm
_1447_,10.16µm
_1604_,10.16µm
_0678_,10.14µm
_1650_,10.14µm
_2317_,10.14µm
_0913_,10.12µm
_2285_,10.12µm
_0032_,10.105µm
_0222_,10.105µm
_0629_,10.1µm
_0206_,10.065µm
_0465_,10.06µm
_1238_,10.06µm
_0269_,10.045µm
_0390_,10.045µm
_2022_,10.04µm
net706,10.04µm
_1118_,10µm
net733,10µm
RESULT_SYS\[7\],9.99µm
_1222_,9.98µm
_1534_,9.98µm
net563,9.98µm
net622,9.98µm
_0730_,9.96µm
net610,9.96µm
_0918_,9.94µm
_1719_,9.94µm
_1892_,9.94µm
net829,9.915µm
MEM_LD_DATA[4],9.91µm
_0060_,9.905µm
_0639_,9.9µm
_1832_,9.9µm
_1966_,9.9µm
_2020_,9.89µm
_1585_,9.88µm
_2070_,9.88µm
net771,9.88µm
_0180_,9.875µm
_0635_,9.86µm
net560,9.86µm
net635,9.86µm
net691,9.86µm
net757,9.86µm
net768,9.86µm
_1224_,9.855µm
_0132_,9.845µm
_0244_,9.845µm
_1174_,9.84µm
_0179_,9.835µm
_0167_,9.825µm
_1267_,9.82µm
_1409_,9.82µm
_1483_,9.82µm
_1991_,9.82µm
_2245_,9.82µm
net542,9.82µm
_0081_,9.815µm
net800,9.8µm
RESULT_BIT\[13\],9.78µm
_0250_,9.78µm
_0926_,9.78µm
_1676_,9.78µm
net758,9.78µm
_0370_,9.745µm
_2056_,9.74µm
_2251_,9.74µm
_1175_,9.7µm
_1359_,9.7µm
_1527_,9.7µm
_2284_,9.7µm
_2405_,9.7µm
_1303_,9.695µm
_0114_,9.68µm
_0278_,9.68µm
_1044_,9.68µm
_1879_,9.68µm
_1912_,9.68µm
_0273_,9.67µm
_0969_,9.66µm
_0080_,9.645µm
_0362_,9.625µm
_2403_,9.62µm
net825,9.62µm
_0353_,9.605µm
_0732_,9.605µm
_1452_,9.6µm
_0082_,9.585µm
_1024_,9.56µm
RESULT_BIT\[1\],9.55µm
_0323_,9.545µm
REG_FILE\[1\]\[9\],9.54µm
_2348_,9.54µm
_0041_,9.525µm
_2238_,9.52µm
net613,9.52µm
net765,9.52µm
_0440_,9.5µm
_0463_,9.5µm
_0143_,9.475µm
_0335_,9.44µm
_1616_,9.44µm
_1894_,9.44µm
_2023_,9.44µm
_2122_,9.44µm
_1669_,9.42µm
_2243_,9.42µm
net612,9.42µm
_0442_,9.41µm
_0384_,9.405µm
_1153_,9.4µm
_0202_,9.385µm
_1213_,9.365µm
net52,9.36µm
_0596_,9.36µm
_0638_,9.36µm
_0667_,9.36µm
_1229_,9.36µm
_1288_,9.36µm
_1787_,9.36µm
_1818_,9.36µm
_2167_,9.34µm
_0403_,9.325µm
_1645_,9.32µm
_1828_,9.315µm
net811,9.315µm
net7,9.28µm
_0609_,9.28µm
_1297_,9.28µm
net600,9.28µm
_0855_,9.265µm
_0452_,9.255µm
_1457_,9.24µm
MEM_ADDR[1],9.24µm
_0079_,9.22µm
_0241_,9.22µm
_1903_,9.22µm
_0099_,9.205µm
_1051_,9.2µm
_2252_,9.2µm
_0034_,9.185µm
_0062_,9.185µm
_0310_,9.18µm
_0064_,9.175µm
_0117_,9.175µm
_0469_,9.175µm
_0484_,9.16µm
_0835_,9.16µm
net605,9.16µm
_1834_,9.14µm
_0223_,9.125µm
_1980_,9.12µm
_1335_,9.1µm
net50,9.08µm
net741,9.08µm
RESULT_SYS\[2\],9.06µm
_1177_,9.06µm
net693,9.06µm
RESULT_BIT\[6\],9.04µm
_0373_,9.035µm
net544,9.02µm
_0182_,9.005µm
_0371_,8.985µm
_0352_,8.98µm
_2183_,8.98µm
_2236_,8.98µm
_0722_,8.96µm
_0853_,8.96µm
_1472_,8.96µm
net619,8.96µm
_0365_,8.945µm
_1091_,8.94µm
_1331_,8.94µm
_1633_,8.94µm
_2304_,8.94µm
net555,8.94µm
net584,8.94µm
net616,8.94µm
net668,8.94µm
net677,8.94µm
net786,8.94µm
_0113_,8.925µm
_0225_,8.925µm
_0734_,8.92µm
_0240_,8.905µm
_0337_,8.905µm
_1221_,8.9µm
_1931_,8.9µm
_2188_,8.9µm
MEM_ADDR[2],8.9µm
net615,8.9µm
net709,8.9µm
_0372_,8.865µm
_2142_,8.86µm
_1137_,8.82µm
_1203_,8.82µm
_1309_,8.82µm
_0504_,8.8µm
_0124_,8.785µm
net80,8.78µm
_0184_,8.78µm
_0189_,8.78µm
_1546_,8.78µm
RESULT_MEM\[1\],8.775µm
_1458_,8.76µm
_2003_,8.76µm
_0104_,8.745µm
_1416_,8.74µm
_2108_,8.74µm
_0669_,8.72µm
net633,8.72µm
_1464_,8.7µm
net217,8.7µm
_0141_,8.695µm
RESULT_BIT\[10\],8.68µm
_2005_,8.68µm
_0131_,8.665µm
_0719_,8.66µm
_1607_,8.66µm
_1807_,8.66µm
_2119_,8.66µm
_2416_,8.66µm
_0925_,8.64µm
_0293_,8.635µm
net645,8.62µm
net657,8.6µm
net680,8.6µm
net747,8.6µm
_1114_,8.58µm
_0416_,8.575µm
_0646_,8.565µm
_1320_,8.56µm
_1528_,8.56µm
_1816_,8.56µm
_2078_,8.56µm
_2295_,8.56µm
MEM_ADDR[3],8.56µm
_1370_,8.54µm
net412,8.54µm
_0187_,8.525µm
_0221_,8.525µm
_1418_,8.51µm
_0343_,8.505µm
_0398_,8.505µm
_1232_,8.5µm
net670,8.5µm
_0010_,8.48µm
_0814_,8.48µm
_1287_,8.48µm
_2171_,8.48µm
net816,8.48µm
_0009_,8.44µm
_2104_,8.44µm
net808,8.44µm
_0386_,8.425µm
_0587_,8.4µm
net710,8.4µm
_0417_,8.38µm
_1292_,8.38µm
_1998_,8.38µm
_0200_,8.375µm
net77,8.36µm
_1393_,8.34µm
_1700_,8.34µm
_1935_,8.34µm
_1351_,8.335µm
_0047_,8.32µm
_0644_,8.32µm
_0964_,8.32µm
_1168_,8.32µm
_2049_,8.32µm
_0871_,8.3µm
_0018_,8.285µm
_0246_,8.285µm
net19,8.28µm
_1250_,8.28µm
_1994_,8.28µm
_0022_,8.265µm
_0517_,8.26µm
_1796_,8.26µm
_2058_,8.26µm
_0539_,8.24µm
_1746_,8.24µm
_2400_,8.24µm
_0541_,8.22µm
_1034_,8.22µm
_2017_,8.22µm
MEM_LD_DATA[1],8.21µm
_1016_,8.2µm
_1401_,8.2µm
_1201_,8.18µm
_1862_,8.16µm
net617,8.16µm
net660,8.16µm
net780,8.16µm
_0038_,8.155µm
_1423_,8.155µm
_0235_,8.145µm
_2255_,8.14µm
net623,8.14µm
net626,8.14µm
net648,8.14µm
_0090_,8.13µm
_1076_,8.12µm
RESULT_MEM\[8\],8.115µm
RESULT_MEM\[6\],8.105µm
_1667_,8.1µm
_1846_,8.1µm
_1902_,8.1µm
_1996_,8.1µm
RESULT_BIT\[4\],8.08µm
_0364_,8.065µm
_1072_,8.06µm
_1693_,8.06µm
net603,8.04µm
net688,8.04µm
_0692_,8.02µm
_2282_,8.02µm
net550,8.02µm
_1277_,8.015µm
_0237_,8.005µm
_1806_,8µm
_0514_,7.98µm
_0545_,7.98µm
_0854_,7.98µm
_1077_,7.98µm
_2209_,7.98µm
net548,7.98µm
net646,7.98µm
net761,7.98µm
net832,7.98µm
_0065_,7.975µm
_1088_,7.96µm
_2011_,7.955µm
_0619_,7.94µm
_0993_,7.94µm
_1681_,7.94µm
net29,7.92µm
_1176_,7.92µm
net569,7.92µm
net90,7.9µm
_0020_,7.9µm
_0900_,7.9µm
_1075_,7.9µm
_1777_,7.88µm
_2223_,7.88µm
MEM_ADDR[4],7.88µm
_0145_,7.875µm
INSTR_STREAM[4],7.87µm
_0921_,7.86µm
_1895_,7.86µm
net10,7.84µm
_0687_,7.84µm
_1285_,7.84µm
_2069_,7.84µm
_2077_,7.82µm
_1683_,7.815µm
RESULT_BIT\[14\],7.81µm
_2265_,7.8µm
_1773_,7.78µm
net634,7.78µm
_0155_,7.775µm
_0585_,7.77µm
_2391_,7.76µm
_0726_,7.74µm
_2297_,7.74µm
_2382_,7.74µm
RESULT_MEM\[11\],7.735µm
_2043_,7.73µm
_1415_,7.72µm
_1136_,7.7µm
_2353_,7.7µm
net591,7.7µm
net598,7.7µm
net692,7.7µm
net720,7.7µm
net763,7.7µm
_0176_,7.695µm
_1021_,7.68µm
_1540_,7.68µm
net700,7.68µm
net809,7.68µm
net74,7.66µm
_2072_,7.66µm
_0917_,7.64µm
_0938_,7.64µm
_1243_,7.64µm
_1508_,7.64µm
_1668_,7.64µm
_2153_,7.64µm
net562,7.64µm
net580,7.64µm
net594,7.64µm
net621,7.64µm
net719,7.64µm
net732,7.64µm
_1760_,7.62µm
_2156_,7.62µm
RESULT_MEM\[10\],7.615µm
_0096_,7.605µm
_0152_,7.605µm
_0319_,7.605µm
_0583_,7.6µm
_0652_,7.6µm
_1252_,7.6µm
_1802_,7.595µm
_1779_,7.58µm
net590,7.58µm
net595,7.58µm
net641,7.58µm
net642,7.58µm
net644,7.58µm
net698,7.58µm
RESULT_ALU\[8\],7.56µm
_0673_,7.56µm
_0839_,7.56µm
_0860_,7.56µm
_0982_,7.56µm
_1056_,7.56µm
_1145_,7.56µm
_1952_,7.56µm
_0118_,7.545µm
_0212_,7.545µm
RESET,7.53µm
_0928_,7.52µm
_1723_,7.52µm
_1761_,7.52µm
net83,7.48µm
_1460_,7.48µm
_2137_,7.48µm
_0049_,7.46µm
_1047_,7.44µm
_2299_,7.44µm
net78,7.4µm
net88,7.4µm
_0203_,7.4µm
_1022_,7.4µm
_1166_,7.4µm
_2347_,7.4µm
_0023_,7.365µm
_0183_,7.365µm
_0327_,7.365µm
_1869_,7.36µm
_1543_,7.34µm
net802,7.34µm
_2328_,7.32µm
_0426_,7.3µm
_1909_,7.3µm
_2133_,7.3µm
_1138_,7.28µm
_2225_,7.28µm
_2329_,7.28µm
net818,7.27µm
_0378_,7.265µm
_1600_,7.26µm
_1638_,7.26µm
_2402_,7.26µm
_1844_,7.24µm
_2187_,7.24µm
_2399_,7.24µm
net551,7.24µm
net578,7.24µm
net581,7.24µm
net585,7.24µm
net592,7.24µm
net601,7.24µm
net631,7.24µm
net655,7.24µm
net664,7.24µm
net712,7.24µm
net718,7.24µm
net727,7.24µm
net742,7.24µm
net782,7.24µm
net788,7.24µm
net797,7.24µm
_0842_,7.22µm
_1728_,7.22µm
_1967_,7.22µm
_2106_,7.22µm
net566,7.22µm
_1354_,7.2µm
_1687_,7.2µm
MEM_ADDR[0],7.2µm
net842,7.19µm
_0992_,7.18µm
_1456_,7.18µm
_1572_,7.18µm
_2052_,7.18µm
_2165_,7.18µm
net766,7.18µm
net46,7.175µm
_0196_,7.16µm
_0935_,7.16µm
_2235_,7.16µm
_0204_,7.145µm
_0217_,7.145µm
_0306_,7.145µm
_0859_,7.14µm
_2257_,7.14µm
_0146_,7.125µm
_1053_,7.12µm
_1539_,7.12µm
_1562_,7.12µm
_1926_,7.12µm
net27,7.1µm
_1511_,7.1µm
_1870_,7.1µm
_1875_,7.1µm
_2086_,7.1µm
net534,7.1µm
net537,7.1µm
net760,7.1µm
_0422_,7.09µm
_1312_,7.08µm
_1484_,7.08µm
_0438_,7.06µm
_0914_,7.06µm
_1605_,7.06µm
_1880_,7.06µm
_1972_,7.06µm
_2062_,7.06µm
_0097_,7.055µm
net821,7.05µm
_1657_,7.04µm
_0363_,7.025µm
_0073_,7.02µm
_0389_,7.005µm
_1673_,7µm
net72,6.98µm
_0934_,6.98µm
_1324_,6.98µm
_1465_,6.98µm
_1494_,6.98µm
_1537_,6.98µm
_1993_,6.98µm
_1887_,6.97µm
_0021_,6.965µm
_1620_,6.96µm
net48,6.955µm
net4,6.94µm
_0944_,6.94µm
_1596_,6.94µm
_2298_,6.94µm
_1126_,6.92µm
_0084_,6.915µm
_2313_,6.9µm
net783,6.9µm
_0186_,6.885µm
_0256_,6.885µm
_0451_,6.88µm
_2089_,6.88µm
_0219_,6.87µm
_0790_,6.86µm
_0834_,6.86µm
_2094_,6.86µm
_1116_,6.84µm
_0480_,6.835µm
_0955_,6.82µm
_1017_,6.82µm
_1495_,6.82µm
_1883_,6.82µm
_1884_,6.82µm
_1992_,6.82µm
_0662_,6.8µm
_1855_,6.8µm
_0130_,6.785µm
_2392_,6.785µm
_1780_,6.78µm
_0530_,6.76µm
_1065_,6.76µm
_1830_,6.76µm
_1876_,6.76µm
_1963_,6.76µm
net812,6.76µm
_1739_,6.74µm
_2057_,6.74µm
_1013_,6.72µm
_1554_,6.72µm
_1684_,6.72µm
_2189_,6.72µm
_1240_,6.7µm
_0055_,6.685µm
_0091_,6.685µm
_1161_,6.66µm
_1899_,6.66µm
RESULT_BIT\[11\],6.64µm
RESULT_BIT\[5\],6.64µm
_0000_,6.64µm
_0591_,6.64µm
_1002_,6.64µm
_1029_,6.64µm
_1073_,6.64µm
_1172_,6.64µm
_1969_,6.64µm
_2048_,6.64µm
net807,6.64µm
_0024_,6.625µm
_0166_,6.625µm
_0209_,6.625µm
RESULT_SYS\[3\],6.62µm
_0169_,6.62µm
_0307_,6.62µm
_2212_,6.61µm
RESULT_MEM\[4\],6.6µm
_0861_,6.6µm
_0971_,6.6µm
_1487_,6.6µm
_1757_,6.6µm
_1817_,6.6µm
_2054_,6.6µm
_2066_,6.6µm
_2158_,6.6µm
_2286_,6.6µm
_0050_,6.595µm
_0069_,6.595µm
_2014_,6.58µm
_0159_,6.56µm
_2063_,6.54µm
RESULT_ALU\[7\],6.52µm
_0414_,6.52µm
_1298_,6.52µm
_1461_,6.52µm
_1552_,6.52µm
_1571_,6.52µm
_1843_,6.52µm
net784,6.52µm
_0579_,6.5µm
_2174_,6.5µm
_0845_,6.48µm
_0953_,6.48µm
_1362_,6.48µm
_1592_,6.43µm
_0071_,6.425µm
_0303_,6.425µm
_1169_,6.42µm
_0406_,6.405µm
net89,6.4µm
_2222_,6.4µm
_1542_,6.38µm
_1874_,6.38µm
_2356_,6.38µm
_0843_,6.36µm
_2303_,6.36µm
_0689_,6.32µm
_0857_,6.32µm
_0940_,6.32µm
_2202_,6.32µm
net721,6.32µm
_0503_,6.305µm
_0612_,6.3µm
_1046_,6.3µm
_1706_,6.3µm
_2029_,6.3µm
net531,6.3µm
net604,6.3µm
net725,6.3µm
_0266_,6.29µm
_1105_,6.28µm
_2002_,6.28µm
_2050_,6.28µm
net776,6.28µm
_0014_,6.275µm
net840,6.27µm
_0999_,6.26µm
_1082_,6.26µm
_1522_,6.26µm
_2305_,6.26µm
net681,6.26µm
_0042_,6.245µm
_0564_,6.24µm
_0074_,6.225µm
_0098_,6.225µm
_2283_,6.215µm
_0605_,6.205µm
_1211_,6.2µm
_1475_,6.2µm
_2278_,6.2µm
_0342_,6.185µm
_0428_,6.185µm
net75,6.18µm
RESULT_BIT\[9\],6.18µm
_0747_,6.18µm
_0831_,6.18µm
_0915_,6.18µm
_0936_,6.18µm
_1531_,6.18µm
_2195_,6.18µm
net697,6.18µm
_0054_,6.165µm
_0153_,6.16µm
_1772_,6.16µm
_1001_,6.14µm
_1030_,6.14µm
_1041_,6.14µm
_1770_,6.14µm
_2208_,6.14µm
_2365_,6.14µm
_0309_,6.135µm
_0877_,6.12µm
_1471_,6.12µm
_0012_,6.105µm
_0333_,6.1µm
_2290_,6.08µm
_1087_,6.06µm
_1979_,6.02µm
_0070_,5.985µm
_0247_,5.985µm
net834,5.98µm
_0033_,5.965µm
_0061_,5.965µm
_0127_,5.965µm
_0144_,5.965µm
_0188_,5.965µm
_2180_,5.96µm
_1647_,5.95µm
_1060_,5.94µm
_1081_,5.94µm
_1329_,5.94µm
_1754_,5.94µm
_1278_,5.92µm
_1509_,5.92µm
net787,5.92µm
_0434_,5.9µm
_1663_,5.9µm
_1988_,5.9µm
_0339_,5.895µm
_0866_,5.895µm
_2415_,5.895µm
_2041_,5.88µm
_0949_,5.86µm
_2151_,5.86µm
_2221_,5.86µm
net828,5.86µm
_0248_,5.845µm
_0357_,5.845µm
_0932_,5.84µm
_1289_,5.84µm
_2112_,5.84µm
net533,5.84µm
net553,5.84µm
net685,5.84µm
_0320_,5.825µm
_1023_,5.82µm
_1070_,5.82µm
_2116_,5.82µm
_0199_,5.815µm
_0321_,5.805µm
_0356_,5.805µm
_0869_,5.8µm
_0939_,5.8µm
_1255_,5.8µm
_1934_,5.8µm
_2037_,5.8µm
_0197_,5.785µm
_2201_,5.78µm
_2267_,5.78µm
_0123_,5.765µm
_0128_,5.765µm
_0369_,5.765µm
_2363_,5.765µm
_0043_,5.74µm
_0205_,5.74µm
_1008_,5.74µm
_1961_,5.74µm
_1964_,5.74µm
_0376_,5.725µm
_0743_,5.72µm
_0965_,5.72µm
_1478_,5.72µm
_1632_,5.72µm
net669,5.72µm
net833,5.72µm
_0346_,5.705µm
_0332_,5.7µm
_2148_,5.7µm
_0401_,5.695µm
_1165_,5.695µm
_1617_,5.68µm
_1621_,5.68µm
_1873_,5.68µm
_1942_,5.68µm
_2198_,5.68µm
_2274_,5.67µm
_0059_,5.655µm
_0305_,5.645µm
_0383_,5.625µm
_0019_,5.62µm
_0075_,5.62µm
_1803_,5.62µm
_0628_,5.6µm
_0868_,5.6µm
_1432_,5.6µm
_2184_,5.6µm
_1318_,5.595µm
_0134_,5.585µm
INSTR\[18\],5.58µm
_1599_,5.58µm
_0906_,5.56µm
_0927_,5.56µm
_1936_,5.56µm
_0367_,5.545µm
net805,5.52µm
net822,5.52µm
net836,5.52µm
net837,5.52µm
_0135_,5.505µm
_0174_,5.505µm
_0216_,5.505µm
_1598_,5.5µm
_1944_,5.495µm
_1235_,5.48µm
_1737_,5.48µm
_0894_,5.46µm
_2113_,5.46µm
_0290_,5.445µm
_2248_,5.44µm
_0399_,5.425µm
_0404_,5.425µm
_1115_,5.4µm
_1756_,5.4µm
_1989_,5.4µm
_2220_,5.4µm
_2292_,5.4µm
net545,5.4µm
_0659_,5.38µm
_1128_,5.38µm
_1425_,5.38µm
_1660_,5.38µm
_1671_,5.38µm
_1741_,5.38µm
_1789_,5.38µm
_2076_,5.38µm
_2211_,5.38µm
net701,5.38µm
net756,5.38µm
_0957_,5.36µm
_0879_,5.34µm
_1083_,5.34µm
_1624_,5.34µm
_1872_,5.34µm
_2051_,5.34µm
_2311_,5.34µm
_2414_,5.34µm
_0072_,5.305µm
_0942_,5.305µm
_0004_,5.28µm
_0872_,5.28µm
_2205_,5.28µm
_0008_,5.26µm
_0487_,5.26µm
_0490_,5.26µm
_0943_,5.26µm
_0972_,5.26µm
_0986_,5.26µm
_1006_,5.26µm
_1718_,5.26µm
_1740_,5.26µm
_1792_,5.26µm
net596,5.26µm
net667,5.26µm
net671,5.26µm
net704,5.26µm
net803,5.26µm
net810,5.26µm
_0402_,5.235µm
net814,5.23µm
_0947_,5.22µm
_1067_,5.22µm
_1597_,5.22µm
_1661_,5.22µm
_1782_,5.22µm
_1829_,5.22µm
_2197_,5.22µm
_2309_,5.22µm
net654,5.22µm
_0368_,5.185µm
_0910_,5.17µm
_0116_,5.16µm
_0782_,5.16µm
_1847_,5.16µm
_0126_,5.125µm
_2012_,5.12µm
net84,5.1µm
_0956_,5.1µm
_1523_,5.1µm
_0013_,5.095µm
_0078_,5.095µm
_0361_,5.085µm
_0190_,5.065µm
_0285_,5.065µm
_1982_,5.06µm
net830,5.06µm
net841,5.06µm
_0294_,5.04µm
_0210_,5.02µm
_0908_,5.02µm
_1025_,5.02µm
_0224_,5µm
_1151_,5µm
_1861_,5µm
_0347_,4.975µm
_1715_,4.945µm
_0485_,4.94µm
_2099_,4.94µm
_2294_,4.94µm
_0287_,4.925µm
INSTR\[26\],4.92µm
_1258_,4.92µm
_1551_,4.92µm
_1762_,4.92µm
_1801_,4.92µm
_1929_,4.92µm
_2173_,4.92µm
net565,4.92µm
net628,4.92µm
net653,4.92µm
net738,4.92µm
net838,4.92µm
_1428_,4.9µm
_1820_,4.9µm
_0544_,4.895µm
_0427_,4.88µm
_1014_,4.88µm
_1035_,4.88µm
_1833_,4.88µm
_1896_,4.88µm
_2196_,4.88µm
_0379_,4.875µm
_0397_,4.865µm
_0066_,4.845µm
_0149_,4.845µm
_0259_,4.845µm
_0295_,4.845µm
_0405_,4.845µm
_1915_,4.82µm
_2095_,4.82µm
INSTR\[25\],4.8µm
_0660_,4.8µm
_0727_,4.8µm
_0827_,4.8µm
_0902_,4.8µm
_1068_,4.8µm
_1107_,4.8µm
_1181_,4.8µm
_1251_,4.8µm
_1544_,4.8µm
_1626_,4.8µm
_2190_,4.8µm
net571,4.8µm
net673,4.8µm
net675,4.8µm
net729,4.8µm
net774,4.8µm
_0318_,4.785µm
_0345_,4.765µm
_1545_,4.76µm
_0375_,4.725µm
_0058_,4.7µm
_0272_,4.7µm
_0429_,4.7µm
_1513_,4.7µm
_2172_,4.7µm
_2358_,4.7µm
_1613_,4.68µm
_1758_,4.68µm
_1774_,4.68µm
_0616_,4.66µm
_1769_,4.66µm
_2103_,4.66µm
_2261_,4.66µm
_2369_,4.66µm
_0377_,4.625µm
_0142_,4.605µm
_0236_,4.605µm
_0040_,4.585µm
_0341_,4.58µm
_0393_,4.58µm
_1097_,4.58µm
_1470_,4.58µm
_1574_,4.58µm
_0833_,4.56µm
_2034_,4.56µm
_1108_,4.555µm
_1337_,4.485µm
_1497_,4.48µm
_1682_,4.48µm
_2308_,4.48µm
net559,4.48µm
_0817_,4.46µm
_1826_,4.46µm
_2140_,4.46µm
_2264_,4.46µm
RESULT_ALU\[12\],4.44µm
net547,4.44µm
_0120_,4.435µm
_0317_,4.425µm
_0826_,4.42µm
_0970_,4.42µm
_1800_,4.42µm
_1864_,4.42µm
net687,4.42µm
_0170_,4.405µm
_0085_,4.385µm
_0315_,4.385µm
_0946_,4.375µm
_1985_,4.36µm
_2083_,4.36µm
_2263_,4.36µm
_0601_,4.34µm
_0686_,4.34µm
_0695_,4.34µm
_0891_,4.34µm
_0962_,4.34µm
_1459_,4.34µm
_1602_,4.34µm
_1725_,4.34µm
_1827_,4.34µm
net696,4.34µm
_0350_,4.335µm
_0037_,4.295µm
_0133_,4.265µm
_0313_,4.265µm
_0125_,4.25µm
_0192_,4.25µm
_0562_,4.24µm
_1225_,4.24µm
_1449_,4.24µm
_1652_,4.24µm
_1178_,4.22µm
net707,4.22µm
_1743_,4.205µm
_0995_,4.2µm
_0284_,4.165µm
_0385_,4.165µm
_0220_,4.145µm
_0613_,4.14µm
_0967_,4.14µm
_1096_,4.14µm
_1089_,4.12µm
_2135_,4.12µm
net843,4.12µm
_1191_,4.1µm
_0035_,4.095µm
_0515_,4.08µm
_1615_,4.08µm
_1695_,4.08µm
_0268_,4.065µm
_0270_,4.035µm
_0997_,4.02µm
_1649_,4.02µm
_0577_,4µm
_1179_,4µm
_1414_,4µm
_1593_,4µm
_1724_,4µm
_1747_,4µm
_1788_,4µm
_1860_,4µm
_2110_,4µm
_2407_,4µm
net662,4µm
_1634_,3.98µm
_2346_,3.98µm
_0334_,3.965µm
_0068_,3.945µm
_0258_,3.945µm
_0095_,3.925µm
_0178_,3.925µm
_0213_,3.925µm
_0395_,3.925µm
_0158_,3.915µm
_0968_,3.9µm
_0057_,3.88µm
_0922_,3.88µm
_1125_,3.88µm
_1438_,3.88µm
_1443_,3.88µm
_1477_,3.88µm
_1622_,3.88µm
_1851_,3.88µm
_2302_,3.88µm
net543,3.88µm
net708,3.88µm
net711,3.88µm
_1437_,3.86µm
_0257_,3.8µm
_0109_,3.78µm
_0139_,3.78µm
_0229_,3.78µm
_0850_,3.78µm
_1099_,3.78µm
_1388_,3.78µm
net31,3.76µm
_1304_,3.76µm
_1514_,3.76µm
_1923_,3.76µm
_0568_,3.74µm
_0129_,3.685µm
_0136_,3.685µm
_2246_,3.68µm
_2249_,3.68µm
_2379_,3.68µm
net637,3.68µm
_0349_,3.66µm
_2412_,3.66µm
_2146_,3.64µm
_1577_,3.62µm
_0856_,3.61µm
_0355_,3.565µm
_0408_,3.565µm
_0533_,3.56µm
_0648_,3.56µm
_1000_,3.56µm
_1397_,3.56µm
_1867_,3.56µm
_2394_,3.56µm
_0924_,3.54µm
_1301_,3.54µm
_1420_,3.54µm
_1468_,3.54µm
_1716_,3.54µm
_1729_,3.54µm
_1784_,3.54µm
net535,3.54µm
net536,3.54µm
net538,3.54µm
_2214_,3.52µm
_0297_,3.515µm
_0175_,3.485µm
_0028_,3.465µm
_0106_,3.465µm
_0233_,3.465µm
_0328_,3.465µm
_0296_,3.44µm
_0716_,3.44µm
_1500_,3.44µm
_0077_,3.42µm
_0904_,3.42µm
_1048_,3.42µm
_1404_,3.42µm
_1481_,3.42µm
_1491_,3.42µm
_1524_,3.42µm
_1576_,3.42µm
_1587_,3.42µm
_1619_,3.42µm
_1821_,3.42µm
_2192_,3.42µm
_2199_,3.42µm
_2262_,3.42µm
net541,3.42µm
net713,3.42µm
_0331_,3.415µm
_1877_,3.4µm
_0326_,3.385µm
_0249_,3.355µm
_0115_,3.34µm
_0232_,3.32µm
_0312_,3.32µm
_1482_,3.32µm
_2075_,3.305µm
net73,3.3µm
_1336_,3.3µm
_2163_,3.3µm
_2259_,3.3µm
net34,3.295µm
_0358_,3.295µm
_0875_,3.295µm
_1253_,3.28µm
_0245_,3.275µm
_0030_,3.225µm
_0100_,3.225µm
_0185_,3.225µm
_1090_,3.22µm
_1215_,3.22µm
_1265_,3.22µm
_1701_,3.22µm
_1854_,3.22µm
_2027_,3.22µm
_2314_,3.22µm
_0838_,3.215µm
_0592_,3.2µm
_1300_,3.2µm
_1680_,3.18µm
_2276_,3.18µm
_0056_,3.175µm
_0316_,3.145µm
