net,length_um
_1461_,6.52µm
_1806_,6.52µm
_1843_,6.52µm
_0750_,6.515µm
_0579_,6.5µm
_2174_,6.5µm
_2223_,6.5µm
_1896_,6.48µm
_2261_,6.48µm
_1779_,6.44µm
_0517_,6.42µm
_1288_,6.42µm
STATE\[6\],6.4µm
_0516_,6.4µm
_1342_,6.4µm
_0249_,6.395µm
_1874_,6.38µm
RESULT_BIT\[4\],6.36µm
_1689_,6.32µm
net74,6.3µm
_1021_,6.3µm
_1046_,6.3µm
_2106_,6.3µm
_1667_,6.28µm
_1740_,6.28µm
_2002_,6.28µm
_2050_,6.28µm
_0641_,6.26µm
_0964_,6.26µm
_0999_,6.26µm
_1846_,6.26µm
_2051_,6.26µm
_2052_,6.26µm
_0123_,6.245µm
_1944_,6.235µm
_0263_,6.225µm
_0371_,6.225µm
_0408_,6.225µm
_0730_,6.215µm
net75,6.18µm
_0736_,6.18µm
_0915_,6.18µm
_1077_,6.18µm
_2195_,6.18µm
_0038_,6.165µm
_0438_,6.14µm
_0809_,6.14µm
_0864_,6.14µm
_1001_,6.14µm
_1030_,6.14µm
_1757_,6.14µm
_2156_,6.14µm
_2295_,6.14µm
_2365_,6.14µm
_1471_,6.12µm
_2267_,6.12µm
_0025_,6.105µm
_0079_,6.08µm
net7,6.06µm
_0900_,6.06µm
_0934_,6.06µm
_0995_,6.04µm
_2012_,6.04µm
_2356_,6.04µm
_1979_,6.02µm
_2196_,6.02µm
_0544_,6µm
_0122_,5.985µm
_0246_,5.985µm
_0464_,5.98µm
_0187_,5.97µm
_0033_,5.965µm
_0169_,5.965µm
_0461_,5.96µm
_1054_,5.96µm
_0323_,5.945µm
_0782_,5.94µm
_1060_,5.94µm
_0087_,5.92µm
_0427_,5.92µm
_0500_,5.92µm
_1278_,5.92µm
_1509_,5.92µm
_2392_,5.92µm
_0434_,5.9µm
_0646_,5.865µm
_2202_,5.86µm
_2399_,5.86µm
_0131_,5.845µm
_1875_,5.84µm
_1023_,5.82µm
_1880_,5.81µm
net48,5.805µm
_0356_,5.805µm
net82,5.8µm
_0491_,5.8µm
_0869_,5.8µm
_0961_,5.8µm
_1082_,5.8µm
_1190_,5.8µm
_1255_,5.8µm
_1985_,5.8µm
_2037_,5.8µm
_2347_,5.8µm
_2382_,5.8µm
_2201_,5.78µm
_0362_,5.775µm
_0048_,5.765µm
_0078_,5.765µm
_0158_,5.765µm
_0243_,5.765µm
_1693_,5.76µm
_1008_,5.74µm
_1161_,5.74µm
_1165_,5.74µm
_1899_,5.74µm
_1964_,5.74µm
_2243_,5.74µm
_0501_,5.72µm
_1478_,5.72µm
_1511_,5.72µm
_1969_,5.72µm
_0414_,5.7µm
net96,5.68µm
_1545_,5.68µm
_1605_,5.68µm
_1873_,5.68µm
_1936_,5.68µm
_2294_,5.68µm
_0268_,5.645µm
_0303_,5.625µm
_0019_,5.62µm
_1803_,5.62µm
_0868_,5.6µm
_0979_,5.6µm
_2184_,5.6µm
net30,5.58µm
_1599_,5.58µm
_1285_,5.575µm
net3,5.56µm
_0283_,5.56µm
_0906_,5.56µm
_0927_,5.56µm
_1200_,5.56µm
_1211_,5.56µm
_1596_,5.56µm
_1624_,5.56µm
_0034_,5.525µm
_0107_,5.525µm
_0136_,5.525µm
_0161_,5.525µm
_0330_,5.525µm
_1287_,5.5µm
_1258_,5.48µm
_1718_,5.48µm
_1777_,5.48µm
_0152_,5.475µm
_0155_,5.475µm
_0068_,5.465µm
_0199_,5.465µm
_0630_,5.46µm
_1252_,5.46µm
_0856_,5.45µm
_0066_,5.445µm
_1240_,5.44µm
_0605_,5.435µm
_0374_,5.405µm
_2278_,5.4µm
_0910_,5.385µm
_0599_,5.38µm
_1128_,5.38µm
_1425_,5.38µm
_1496_,5.38µm
_1924_,5.38µm
_2112_,5.38µm
_2211_,5.38µm
_1087_,5.36µm
_0401_,5.355µm
_0276_,5.34µm
_0608_,5.34µm
_0879_,5.34µm
_0992_,5.34µm
_1359_,5.34µm
_1495_,5.34µm
_1614_,5.34µm
_1872_,5.34µm
_1892_,5.34µm
_0353_,5.315µm
_0355_,5.315µm
_0069_,5.305µm
_0363_,5.305µm
_0872_,5.28µm
_1475_,5.28µm
_1915_,5.28µm
_1926_,5.28µm
_0659_,5.26µm
_0677_,5.26µm
_1870_,5.26µm
_0428_,5.245µm
_1117_,5.245µm
_0064_,5.24µm
_0096_,5.24µm
_0198_,5.24µm
_0422_,5.22µm
_0564_,5.22µm
_0877_,5.22µm
_0914_,5.22µm
_0947_,5.22µm
_1607_,5.22µm
_1661_,5.22µm
_1770_,5.22µm
_1817_,5.22µm
_1829_,5.22µm
_2054_,5.22µm
_2197_,5.22µm
_2305_,5.22µm
_2309_,5.22µm
_0324_,5.185µm
_0098_,5.18µm
_0357_,5.175µm
_0044_,5.17µm
_0054_,5.17µm
_0202_,5.17µm
_0073_,5.16µm
_0083_,5.16µm
_0141_,5.16µm
_1847_,5.16µm
_2377_,5.16µm
_2190_,5.14µm
_1034_,5.12µm
_2103_,5.12µm
net84,5.1µm
net90,5.1µm
_0671_,5.1µm
_1022_,5.1µm
_2233_,5.1µm
_0188_,5.095µm
_0361_,5.085µm
_0614_,5.08µm
_0030_,5.065µm
_0039_,5.065µm
_0104_,5.065µm
_0267_,5.065µm
_0285_,5.065µm
_2221_,5.06µm
_0065_,5.045µm
_0108_,5.045µm
_0144_,5.045µm
_0451_,5.04µm
_0592_,5.04µm
_0834_,5.02µm
_0908_,5.02µm
_1025_,5.02µm
_1081_,5.02µm
_1229_,5.02µm
_1329_,5.02µm
_1380_,5.02µm
_1737_,5.02µm
_0032_,5µm
_0645_,5µm
_0894_,5µm
_1116_,5µm
_1855_,5µm
_2113_,5µm
_2391_,5µm
_0347_,4.975µm
_0366_,4.965µm
_0041_,4.945µm
net27,4.94µm
_1640_,4.94µm
_0287_,4.925µm
_0337_,4.925µm
_0530_,4.92µm
_0613_,4.92µm
_0986_,4.92µm
_1000_,4.92µm
_1432_,4.92µm
_1551_,4.92µm
_1652_,4.92µm
_2056_,4.92µm
_2173_,4.92µm
_2284_,4.92µm
_1070_,4.9µm
_1428_,4.9µm
_0170_,4.88µm
_0542_,4.88µm
_0543_,4.88µm
_1397_,4.88µm
_1554_,4.88µm
_1800_,4.88µm
_1833_,4.88µm
_2209_,4.88µm
_0072_,4.865µm
_0245_,4.865µm
_0274_,4.865µm
_0016_,4.845µm
_0081_,4.845µm
_0217_,4.845µm
_0234_,4.845µm
_0273_,4.845µm
_0970_,4.82µm
_1079_,4.82µm
_2263_,4.82µm
net101,4.8µm
_0063_,4.8µm
_0902_,4.8µm
_0938_,4.8µm
_1028_,4.8µm
_1068_,4.8µm
_1181_,4.8µm
_1336_,4.8µm
_2171_,4.8µm
_0318_,4.785µm
_0377_,4.775µm
_0398_,4.775µm
_0345_,4.765µm
_1508_,4.76µm
_1617_,4.76µm
_1621_,4.76µm
_1942_,4.76µm
_2014_,4.76µm
_2225_,4.76µm
_0051_,4.725µm
_0165_,4.7µm
_0184_,4.7µm
_1169_,4.7µm
_1513_,4.7µm
_2358_,4.7µm
_0833_,4.68µm
_1125_,4.68µm
_1137_,4.68µm
_1758_,4.68µm
_2057_,4.68µm
_2306_,4.68µm
RESULT_ALU\[8\],4.67µm
_0616_,4.66µm
_1199_,4.66µm
_1202_,4.66µm
_2369_,4.66µm
_0192_,4.635µm
_0310_,4.635µm
_0134_,4.605µm
_0207_,4.605µm
_0208_,4.605µm
_0237_,4.605µm
_0485_,4.6µm
_1780_,4.6µm
_0022_,4.585µm
_0111_,4.585µm
_0397_,4.58µm
_0691_,4.58µm
_1574_,4.58µm
_1746_,4.56µm
_1801_,4.56µm
_1890_,4.56µm
_2034_,4.56µm
_0270_,4.54µm
_0426_,4.54µm
_1695_,4.54µm
_2017_,4.54µm
_0143_,4.53µm
_0205_,4.53µm
_0333_,4.525µm
_0295_,4.505µm
_0364_,4.505µm
_0678_,4.505µm
_0130_,4.485µm
_0145_,4.485µm
_0573_,4.485µm
_2099_,4.48µm
_0171_,4.465µm
_0463_,4.46µm
_1065_,4.46µm
_1553_,4.46µm
_1671_,4.46µm
_1826_,4.46µm
_1856_,4.46µm
_1937_,4.46µm
_2264_,4.46µm
_0743_,4.44µm
_1542_,4.44µm
_2148_,4.44µm
_2329_,4.44µm
_0372_,4.435µm
_0951_,4.42µm
_1864_,4.42µm
_1957_,4.42µm
_0062_,4.405µm
_0059_,4.4µm
_0946_,4.375µm
_0183_,4.34µm
_0686_,4.34µm
_0695_,4.34µm
_0891_,4.34µm
_1210_,4.34µm
_1297_,4.34µm
_1459_,4.34µm
_1464_,4.34µm
_1465_,4.34µm
_1571_,4.34µm
_0332_,4.335µm
_2076_,4.32µm
_0037_,4.295µm
_0854_,4.28µm
_0259_,4.275µm
_0116_,4.265µm
_1887_,4.25µm
_0075_,4.24µm
_0118_,4.24µm
_0253_,4.24µm
_0305_,4.24µm
_1225_,4.24µm
_1449_,4.24µm
_1470_,4.24µm
_1598_,4.24µm
net18,4.22µm
_1178_,4.22µm
_1945_,4.22µm
_2346_,4.22µm
_0662_,4.215µm
_0042_,4.145µm
_0146_,4.145µm
_0175_,4.145µm
_0254_,4.145µm
_1427_,4.14µm
_1540_,4.14µm
net77,4.1µm
_1086_,4.1µm
_1452_,4.1µm
_0405_,4.095µm
_0388_,4.085µm
_1615_,4.08µm
_2366_,4.08µm
_1213_,4.045µm
_0429_,4.02µm
_1053_,4.02µm
_1948_,4.02µm
_0612_,4µm
_0692_,4µm
_0967_,4µm
_1479_,4µm
_1706_,4µm
_1724_,4µm
_1816_,4µm
_1830_,4µm
_1860_,4µm
_1927_,4µm
_2110_,4µm
_2255_,4µm
_2407_,4µm
_1029_,3.98µm
_2161_,3.98µm
_0306_,3.965µm
_0334_,3.965µm
_0182_,3.945µm
_0193_,3.945µm
_0095_,3.925µm
_2282_,3.9µm
_0031_,3.88µm
_0109_,3.88µm
_0220_,3.88µm
_0644_,3.88µm
_0922_,3.88µm
_0943_,3.88µm
_0956_,3.88µm
_1107_,3.88µm
_1172_,3.88µm
_1438_,3.88µm
_1443_,3.88µm
_1622_,3.88µm
_1632_,3.88µm
_1762_,3.88µm
_1851_,3.88µm
_2198_,3.88µm
_2286_,3.88µm
_1469_,3.86µm
_0375_,3.855µm
_0394_,3.845µm
_1782_,3.84µm
_0035_,3.835µm
_0383_,3.805µm
_0396_,3.805µm
_0181_,3.78µm
_0373_,3.78µm
_0562_,3.78µm
_1099_,3.78µm
_2041_,3.78µm
_1222_,3.76µm
_1514_,3.76µm
_1634_,3.76µm
_1687_,3.76µm
_1923_,3.76µm
_0100_,3.745µm
_0057_,3.735µm
_0061_,3.735µm
_0236_,3.735µm
_0387_,3.705µm
_0085_,3.685µm
_0151_,3.685µm
_0403_,3.685µm
_1090_,3.68µm
_1096_,3.68µm
_2313_,3.68µm
_2379_,3.68µm
_1774_,3.66µm
_1312_,3.64µm
_1820_,3.64µm
_1577_,3.62µm
_0343_,3.565µm
_0533_,3.56µm
_1171_,3.56µm
_1867_,3.56µm
_1961_,3.56µm
_2314_,3.56µm
_2394_,3.56µm
_0569_,3.54µm
_0931_,3.54µm
_0972_,3.54µm
_1301_,3.54µm
_1420_,3.54µm
_1468_,3.54µm
_1729_,3.54µm
_1739_,3.54µm
_2283_,3.54µm
_2311_,3.54µm
_0290_,3.52µm
_2214_,3.52µm
_0014_,3.515µm
_0221_,3.515µm
_0297_,3.515µm
_0320_,3.505µm
_0070_,3.485µm
_0178_,3.465µm
_0196_,3.465µm
_0219_,3.465µm
_0531_,3.465µm
_0503_,3.445µm
_0296_,3.44µm
_0850_,3.44µm
_0490_,3.42µm
_0515_,3.42µm
_0657_,3.42µm
_0827_,3.42µm
_1006_,3.42µm
_1145_,3.42µm
_1330_,3.42µm
_1481_,3.42µm
_1491_,3.42µm
_1524_,3.42µm
_1544_,3.42µm
_1576_,3.42µm
_1587_,3.42µm
_1619_,3.42µm
_1725_,3.42µm
_1792_,3.42µm
_2140_,3.42µm
_2163_,3.42µm
_2220_,3.42µm
_2285_,3.42µm
_2296_,3.42µm
_1404_,3.4µm
_1877_,3.4µm
_0368_,3.345µm
_0056_,3.32µm
_0172_,3.32µm
_0228_,3.32µm
_0251_,3.32µm
_0312_,3.32µm
_0395_,3.32µm
_1482_,3.32µm
_1546_,3.32µm
_1673_,3.32µm
_0897_,3.3µm
_2259_,3.3µm
net34,3.295µm
_0875_,3.295µm
_2102_,3.265µm
_0020_,3.225µm
_0024_,3.225µm
_0040_,3.225µm
_0053_,3.225µm
_0099_,3.225µm
_0133_,3.225µm
_0138_,3.225µm
_0142_,3.225µm
_0247_,3.225µm
_0256_,3.225µm
_0379_,3.225µm
_0655_,3.22µm
_1215_,3.22µm
_1701_,3.22µm
_1728_,3.22µm
_1854_,3.22µm
_2027_,3.22µm
_2367_,3.22µm
_2404_,3.22µm
_0293_,3.2µm
_0354_,3.2µm
_0676_,3.2µm
_1767_,3.2µm
_1680_,3.18µm
_2040_,3.18µm
_0203_,3.175µm
_0404_,3.175µm
_0258_,3.16µm
_0121_,3.145µm
_0942_,3.125µm
_1031_,3.1µm
_1118_,3.1µm
_1136_,3.1µm
_1381_,3.1µm
_1967_,3.1µm
_2086_,3.1µm
_2291_,3.1µm
_0284_,3.08µm
_0493_,3.08µm
_0591_,3.08µm
_0867_,3.08µm
_0885_,3.08µm
_0904_,3.08µm
_0966_,3.08µm
_0982_,3.08µm
_1097_,3.08µm
_1105_,3.08µm
_1741_,3.08µm
_1784_,3.08µm
_1871_,3.08µm
_2042_,3.08µm
_2185_,3.08µm
_0299_,3.065µm
_2036_,3.06µm
_0168_,3.055µm
_0304_,3.055µm
_0384_,3.055µm
_0402_,3.055µm
_0331_,3.045µm
_0125_,3.02µm
_0140_,3.02µm
_0067_,3.005µm
_0112_,3.005µm
_0164_,3.005µm
_0291_,3.005µm
_0319_,3.005µm
_0369_,3.005µm
_0309_,2.98µm
_0840_,2.98µm
_0959_,2.98µm
_0962_,2.98µm
_0968_,2.98µm
_2194_,2.98µm
_0497_,2.96µm
_0623_,2.96µm
_0819_,2.96µm
_0860_,2.96µm
_1048_,2.96µm
_1430_,2.96µm
_1437_,2.96µm
_1484_,2.96µm
_1523_,2.96µm
_1626_,2.96µm
_1919_,2.96µm
_2192_,2.96µm
_2262_,2.96µm
_2269_,2.96µm
_0026_,2.935µm
_0190_,2.935µm
_0298_,2.925µm
_0262_,2.88µm
_0126_,2.87µm
_0224_,2.87µm
_0028_,2.86µm
_0092_,2.86µm
_0094_,2.86µm
_0102_,2.86µm
_0106_,2.86µm
_0328_,2.86µm
_0358_,2.86µm
_1110_,2.86µm
_1900_,2.86µm
net86,2.84µm
_0865_,2.84µm
_1861_,2.84µm
_0301_,2.835µm
_1318_,2.82µm
_0018_,2.805µm
_0313_,2.785µm
_0367_,2.785µm
_0378_,2.785µm
_0185_,2.765µm
_0663_,2.76µm
_0689_,2.76µm
_0848_,2.76µm
_1338_,2.76µm
_1686_,2.76µm
_1783_,2.76µm
_1914_,2.76µm
_2205_,2.76µm
_0129_,2.75µm
_0886_,2.74µm
_1382_,2.74µm
_1839_,2.74µm
_2147_,2.74µm
_2413_,2.74µm
_1719_,2.72µm
_2146_,2.72µm
_2276_,2.72µm
_0105_,2.715µm
_0113_,2.715µm
_0124_,2.715µm
_0147_,2.715µm
_0149_,2.715µm
_0173_,2.715µm
_0180_,2.715µm
_0189_,2.715µm
_0215_,2.715µm
_0261_,2.715µm
_0266_,2.715µm
_1108_,2.715µm
_1377_,2.64µm
_1500_,2.64µm
_1649_,2.64µm
_2018_,2.64µm
_2145_,2.64µm
_1802_,2.625µm
net85,2.62µm
net100,2.62µm
_0601_,2.62µm
_0832_,2.62µm
_0930_,2.62µm
_1007_,2.62µm
_1026_,2.62µm
_1038_,2.62µm
_1296_,2.62µm
_1352_,2.62µm
_1362_,2.62µm
_1788_,2.62µm
_1823_,2.62µm
_2133_,2.62µm
_2241_,2.62µm
_0400_,2.605µm
_0391_,2.595µm
_0321_,2.585µm
_0012_,2.545µm
_0017_,2.545µm
_0055_,2.545µm
_0076_,2.545µm
_0139_,2.545µm
_0213_,2.545µm
_0568_,2.52µm
_1702_,2.52µm
_0603_,2.5µm
_0673_,2.5µm
_0878_,2.5µm
_0936_,2.5µm
_0957_,2.5µm
_1013_,2.5µm
_1277_,2.5µm
_1444_,2.5µm
_1526_,2.5µm
_1531_,2.5µm
_1552_,2.5µm
_1602_,2.5µm
_1677_,2.5µm
_1743_,2.5µm
_1786_,2.5µm
_1827_,2.5µm
_1831_,2.5µm
_1848_,2.5µm
_1932_,2.5µm
_0292_,2.465µm
_0341_,2.425µm
_0406_,2.425µm
_0179_,2.41µm
_1119_,2.4µm
_1192_,2.4µm
_1304_,2.4µm
net73,2.38µm
_0412_,2.38µm
_0820_,2.38µm
_0830_,2.38µm
_0949_,2.38µm
_1664_,2.38µm
_1863_,2.38µm
_0300_,2.375µm
_0317_,2.375µm
_0336_,2.375µm
_0316_,2.325µm
_0322_,2.325µm
_0359_,2.325µm
_0382_,2.325µm
_0385_,2.325µm
_0648_,2.3µm
_0660_,2.3µm
_1584_,2.3µm
_2151_,2.3µm
_2237_,2.3µm
_2248_,2.3µm
_2308_,2.3µm
_0905_,2.28µm
_1089_,2.28µm
_1302_,2.28µm
_0047_,2.255µm
_0150_,2.255µm
_0166_,2.255µm
_0233_,2.255µm
_0250_,2.255µm
_0264_,2.255µm
_0314_,2.255µm
_2415_,2.24µm
_1793_,2.215µm
_0288_,2.205µm
_0392_,2.205µm
_0399_,2.205µm
_0909_,2.18µm
_0924_,2.18µm
_1682_,2.18µm
_1845_,2.18µm
_1922_,2.18µm
_2083_,2.18µm
_0593_,2.16µm
_0920_,2.16µm
_0932_,2.16µm
_0945_,2.16µm
_1014_,2.16µm
_1059_,2.16µm
_1067_,2.16µm
_1179_,2.16µm
_1414_,2.16µm
_1593_,2.16µm
_1660_,2.16µm
_1716_,2.16µm
_1747_,2.16µm
_1841_,2.16µm
_1971_,2.16µm
_1982_,2.16µm
_0338_,2.145µm
_0344_,2.145µm
_0349_,2.145µm
_0386_,2.145µm
_1141_,2.13µm
_0114_,2.115µm
_0747_,2.095µm
_0315_,2.085µm
_0329_,2.085µm
_0163_,2.08µm
_0302_,2.08µm
_0325_,2.08µm
_1224_,2.065µm
_1073_,2.06µm
_2217_,2.06µm
_0710_,2.04µm
_1033_,2.04µm
_1049_,2.04µm
_1098_,2.04µm
_1266_,2.04µm
_1477_,2.04µm
_1515_,2.04µm
_2109_,2.04µm
_0846_,1.94µm
_1164_,1.94µm
_1561_,1.94µm
_1566_,1.94µm
_0013_,1.915µm
_0866_,1.915µm
_1403_,1.915µm
_0191_,1.905µm
_1337_,1.9µm
_0308_,1.865µm
_0348_,1.865µm
_0389_,1.865µm
_0559_,1.84µm
_1497_,1.84µm
_2199_,1.84µm
_2249_,1.84µm
_2135_,1.82µm
_0351_,1.745µm
_0838_,1.72µm
_0950_,1.72µm
_1300_,1.72µm
_1868_,1.72µm
_2116_,1.72µm
_2172_,1.72µm
_2304_,1.72µm
_0577_,1.7µm
_0585_,1.7µm
_0817_,1.7µm
_0985_,1.7µm
_1085_,1.7µm
_1485_,1.7µm
_1613_,1.7µm
_1665_,1.7µm
_1710_,1.7µm
_1713_,1.7µm
_1821_,1.7µm
_1939_,1.7µm
_2097_,1.7µm
_2149_,1.7µm
_2231_,1.7µm
_0289_,1.685µm
_0326_,1.685µm
_0339_,1.685µm
_0342_,1.685µm
_0346_,1.685µm
_1715_,1.63µm
net76,1.6µm
_0350_,1.575µm
_0380_,1.575µm
_1752_,1.48µm
net4,1.38µm
_2001_,1.38µm
_0839_,1.36µm
_2089_,1.36µm
_2123_,1.36µm
_0622_,1.26µm
_0643_,1.26µm
_1388_,1.26µm
_1751_,1.26µm
_2095_,1.14µm
_0609_,0.92µm
_0625_,0.92µm
_0633_,0.92µm
_0714_,0.92µm
_0852_,0.92µm
_0916_,0.92µm
_0952_,0.92µm
_1532_,0.92µm
_1805_,0.92µm
_1850_,0.92µm
_2256_,0.92µm
_0716_,0.46µm
_1069_,0.46µm
_2035_,0.46µm
_2246_,0.46µm
